id,Name,Height(m),Weight{kg},HP,Attack,Defense,Sp.Atk,Sp.Def,Speed,Type_1,Type_2,Is_Legendary,Is_Mythical,Egg_Group_1,Egg_Group_2,Generation,Capture_Rate,Base_Happiness,Is_Baby,Egg_Cycles,Past_Type,Is_Pseudo_Legendary,Total_Stats
736,Grubbin,0.4,4.4,47,62,45,55,45,46,Bug,,FALSE,FALSE,Bug,,Gen-7,255,70,FALSE,15,,FALSE,300
737,Charjabug,0.5,10.5,57,82,95,55,75,36,Bug,Electric,FALSE,FALSE,Bug,,Gen-7,120,70,FALSE,15,,FALSE,400
738,Vikavolt,1.5,45,77,70,90,145,75,43,Bug,Electric,FALSE,FALSE,Bug,,Gen-7,45,70,FALSE,15,,FALSE,500
739,Crabrawler,0.6,7,47,82,57,42,47,63,Fighting,,FALSE,FALSE,Water3,,Gen-7,225,70,FALSE,20,,FALSE,338
740,Crabominable,1.7,180,97,132,77,62,67,43,Fighting,Ice,FALSE,FALSE,Water3,,Gen-7,60,70,FALSE,20,,FALSE,478
741,Oricorio-baile,0.6,3.4,75,70,70,98,70,93,Fire,Flying,FALSE,FALSE,Flying,,Gen-7,45,70,FALSE,20,,FALSE,476
742,Cutiefly,0.1,0.2,40,45,40,55,40,84,Bug,Fairy,FALSE,FALSE,Bug,Fairy,Gen-7,190,70,FALSE,20,,FALSE,304
743,Ribombee,0.2,0.5,60,55,60,95,70,124,Bug,Fairy,FALSE,FALSE,Bug,Fairy,Gen-7,75,70,FALSE,20,,FALSE,464
744,Rockruff,0.5,9.2,45,65,40,30,40,60,Rock,,FALSE,FALSE,Ground,,Gen-7,190,70,FALSE,15,,FALSE,280
745,Lycanroc-midday,0.8,25,75,115,65,55,65,112,Rock,,FALSE,FALSE,Ground,,Gen-7,90,70,FALSE,15,,FALSE,487
746,Wishiwashi-solo,0.2,0.3,45,20,20,25,25,40,Water,,FALSE,FALSE,Water2,,Gen-7,60,70,FALSE,15,,FALSE,175
747,Mareanie,0.4,8,50,53,62,43,52,45,Poison,Water,FALSE,FALSE,Water1,,Gen-7,190,70,FALSE,20,,FALSE,305
748,Toxapex,0.7,14.5,50,63,152,53,142,35,Poison,Water,FALSE,FALSE,Water1,,Gen-7,75,70,FALSE,20,,FALSE,495
749,Mudbray,1,110,70,100,70,45,55,45,Ground,,FALSE,FALSE,Ground,,Gen-7,190,70,FALSE,20,,FALSE,385
750,Mudsdale,2.5,920,100,125,100,55,85,35,Ground,,FALSE,FALSE,Ground,,Gen-7,60,70,FALSE,20,,FALSE,500
751,Dewpider,0.3,4,38,40,52,40,72,27,Water,Bug,FALSE,FALSE,Water1,Bug,Gen-7,200,70,FALSE,15,,FALSE,269
752,Araquanid,1.8,82,68,70,92,50,132,42,Water,Bug,FALSE,FALSE,Water1,Bug,Gen-7,100,70,FALSE,15,,FALSE,454
753,Fomantis,0.3,1.5,40,55,35,50,35,35,Grass,,FALSE,FALSE,Plant,,Gen-7,190,70,FALSE,20,,FALSE,250
754,Lurantis,0.9,18.5,70,105,90,80,90,45,Grass,,FALSE,FALSE,Plant,,Gen-7,75,70,FALSE,20,,FALSE,480
755,Morelull,0.2,1.5,40,35,55,65,75,15,Grass,Fairy,FALSE,FALSE,Plant,,Gen-7,190,70,FALSE,20,,FALSE,285
756,Shiinotic,1,11.5,60,45,80,90,100,30,Grass,Fairy,FALSE,FALSE,Plant,,Gen-7,75,70,FALSE,20,,FALSE,405
757,Salandit,0.6,4.8,48,44,40,71,40,77,Poison,Fire,FALSE,FALSE,Monster,Dragon,Gen-7,120,70,FALSE,20,,FALSE,320
758,Salazzle,1.2,22.2,68,64,60,111,60,117,Poison,Fire,FALSE,FALSE,Monster,Dragon,Gen-7,45,70,FALSE,20,,FALSE,480
759,Stufful,0.5,6.8,70,75,50,45,50,50,Normal,Fighting,FALSE,FALSE,Ground,,Gen-7,140,70,FALSE,15,,FALSE,340
760,Bewear,2.1,135,120,125,80,55,60,60,Normal,Fighting,FALSE,FALSE,Ground,,Gen-7,70,70,FALSE,15,,FALSE,500
761,Bounsweet,0.3,3.2,42,30,38,30,38,32,Grass,,FALSE,FALSE,Plant,,Gen-7,235,70,FALSE,20,,FALSE,210
762,Steenee,0.7,8.2,52,40,48,40,48,62,Grass,,FALSE,FALSE,Plant,,Gen-7,120,70,FALSE,20,,FALSE,290
763,Tsareena,1.2,21.4,72,120,98,50,98,72,Grass,,FALSE,FALSE,Plant,,Gen-7,45,70,FALSE,20,,FALSE,510
764,Comfey,0.1,0.3,51,52,90,82,110,100,Fairy,,FALSE,FALSE,Plant,,Gen-7,60,70,FALSE,20,,FALSE,485
765,Oranguru,1.5,76,90,60,80,90,110,60,Normal,Psychic,FALSE,FALSE,Ground,,Gen-7,45,70,FALSE,20,,FALSE,490
766,Passimian,2,82.8,100,120,90,40,60,80,Fighting,,FALSE,FALSE,Ground,,Gen-7,45,70,FALSE,20,,FALSE,490
767,Wimpod,0.5,12,25,35,40,20,30,80,Bug,Water,FALSE,FALSE,Bug,Water3,Gen-7,90,70,FALSE,20,,FALSE,230
768,Golisopod,2,108,75,125,140,60,90,40,Bug,Water,FALSE,FALSE,Bug,Water3,Gen-7,45,70,FALSE,20,,FALSE,530
769,Sandygast,0.5,70,55,55,80,70,45,15,Ghost,Ground,FALSE,FALSE,Indeterminate,,Gen-7,140,70,FALSE,15,,FALSE,320
770,Palossand,1.3,250,85,75,110,100,75,35,Ghost,Ground,FALSE,FALSE,Indeterminate,,Gen-7,60,70,FALSE,15,,FALSE,480
771,Pyukumuku,0.3,1.2,55,60,130,30,130,5,Water,,FALSE,FALSE,Water1,,Gen-7,60,70,FALSE,15,,FALSE,410
772,Type-null,1.9,120.5,95,95,95,95,95,59,Normal,,TRUE,FALSE,No-eggs,,Gen-7,3,0,FALSE,120,,FALSE,534
773,Silvally,2.3,100.5,95,95,95,95,95,95,Normal,,TRUE,FALSE,No-eggs,,Gen-7,3,0,FALSE,120,,FALSE,570
774,Minior-red-meteor,0.3,40,60,60,100,60,100,60,Rock,Flying,FALSE,FALSE,Mineral,,Gen-7,30,70,FALSE,25,,FALSE,440
775,Komala,0.4,19.9,65,115,65,75,95,65,Normal,,FALSE,FALSE,Ground,,Gen-7,45,70,FALSE,20,,FALSE,480
776,Turtonator,2,212,60,78,135,91,85,36,Fire,Dragon,FALSE,FALSE,Monster,Dragon,Gen-7,70,70,FALSE,20,,FALSE,485
777,Togedemaru,0.3,3.3,65,98,63,40,73,96,Electric,Steel,FALSE,FALSE,Ground,Fairy,Gen-7,180,70,FALSE,10,,FALSE,435
778,Mimikyu-disguised,0.2,0.7,55,90,80,50,105,96,Ghost,Fairy,FALSE,FALSE,Indeterminate,,Gen-7,45,70,FALSE,20,,FALSE,476
779,Bruxish,0.9,19,68,105,70,70,70,92,Water,Psychic,FALSE,FALSE,Water2,,Gen-7,80,70,FALSE,15,,FALSE,475
780,Drampa,3,185,78,60,85,135,91,36,Normal,Dragon,FALSE,FALSE,Monster,Dragon,Gen-7,70,70,FALSE,20,,FALSE,485
781,Dhelmise,3.9,210,70,131,100,86,90,40,Ghost,Grass,FALSE,FALSE,Mineral,,Gen-7,25,70,FALSE,25,,FALSE,517
782,Jangmo-o,0.6,29.7,45,55,65,45,45,45,Dragon,,FALSE,FALSE,Dragon,,Gen-7,45,70,FALSE,40,,FALSE,300
783,Hakamo-o,1.2,47,55,75,90,65,70,65,Dragon,Fighting,FALSE,FALSE,Dragon,,Gen-7,45,70,FALSE,40,,FALSE,420
784,Kommo-o,1.6,78.2,75,110,125,100,105,85,Dragon,Fighting,FALSE,FALSE,Dragon,,Gen-7,45,70,FALSE,40,,TRUE,600
785,Tapu-koko,1.8,20.5,70,115,85,95,75,130,Electric,Fairy,TRUE,FALSE,No-eggs,,Gen-7,3,70,FALSE,15,,FALSE,570
786,Tapu-lele,1.2,18.6,70,85,75,130,115,95,Psychic,Fairy,TRUE,FALSE,No-eggs,,Gen-7,3,70,FALSE,15,,FALSE,570
787,Tapu-bulu,1.9,45.5,70,130,115,85,95,75,Grass,Fairy,TRUE,FALSE,No-eggs,,Gen-7,3,70,FALSE,15,,FALSE,570
788,Tapu-fini,1.3,21.2,70,75,115,95,130,85,Water,Fairy,TRUE,FALSE,No-eggs,,Gen-7,3,70,FALSE,15,,FALSE,570
789,Cosmog,0.2,0.1,43,29,31,29,31,37,Psychic,,TRUE,FALSE,No-eggs,,Gen-7,45,0,FALSE,120,,FALSE,200
790,Cosmoem,0.1,999.9,43,29,131,29,131,37,Psychic,,TRUE,FALSE,No-eggs,,Gen-7,45,0,FALSE,120,,FALSE,400
791,Solgaleo,3.4,230,137,137,107,113,89,97,Psychic,Steel,TRUE,FALSE,No-eggs,,Gen-7,45,0,FALSE,120,,FALSE,680
792,Lunala,4,120,137,113,89,137,107,97,Psychic,Ghost,TRUE,FALSE,No-eggs,,Gen-7,45,0,FALSE,120,,FALSE,680
793,Nihilego,1.2,55.5,109,53,47,127,131,103,Rock,Poison,FALSE,FALSE,No-eggs,,Gen-7,45,0,FALSE,120,,FALSE,570
794,Buzzwole,2.4,333.6,107,139,139,53,53,79,Bug,Fighting,FALSE,FALSE,No-eggs,,Gen-7,45,0,FALSE,120,,FALSE,570
795,Pheromosa,1.8,25,71,137,37,137,37,151,Bug,Fighting,FALSE,FALSE,No-eggs,,Gen-7,45,0,FALSE,120,,FALSE,570
796,Xurkitree,3.8,100,83,89,71,173,71,83,Electric,,FALSE,FALSE,No-eggs,,Gen-7,45,0,FALSE,120,,FALSE,570
797,Celesteela,9.2,999.9,97,101,103,107,101,61,Steel,Flying,FALSE,FALSE,No-eggs,,Gen-7,45,0,FALSE,120,,FALSE,570
798,Kartana,0.3,0.1,59,181,131,59,31,109,Grass,Steel,FALSE,FALSE,No-eggs,,Gen-7,45,0,FALSE,120,,FALSE,570
799,Guzzlord,5.5,888,223,101,53,97,53,43,Dark,Dragon,FALSE,FALSE,No-eggs,,Gen-7,45,0,FALSE,120,,FALSE,570
800,Necrozma,2.4,230,97,107,101,127,89,79,Psychic,,TRUE,FALSE,No-eggs,,Gen-7,255,0,FALSE,120,,FALSE,600
801,Magearna,1,80.5,80,95,115,130,115,65,Steel,Fairy,FALSE,TRUE,No-eggs,,Gen-7,3,0,FALSE,120,,FALSE,600
802,Marshadow,0.7,22.2,90,125,80,90,90,125,Fighting,Ghost,FALSE,TRUE,No-eggs,,Gen-7,3,0,FALSE,120,,FALSE,600
803,Poipole,0.6,1.8,67,73,67,73,67,73,Poison,,FALSE,FALSE,No-eggs,,Gen-7,45,0,FALSE,120,,FALSE,420
804,Naganadel,3.6,150,73,73,73,127,73,121,Poison,Dragon,FALSE,FALSE,No-eggs,,Gen-7,45,0,FALSE,120,,FALSE,540
805,Stakataka,5.5,820,61,131,211,53,101,13,Rock,Steel,FALSE,FALSE,No-eggs,,Gen-7,30,0,FALSE,120,,FALSE,570
806,Blacephalon,1.8,13,53,127,53,151,79,107,Fire,Ghost,FALSE,FALSE,No-eggs,,Gen-7,30,0,FALSE,120,,FALSE,570
807,Zeraora,1.5,44.5,88,112,75,102,80,143,Electric,,FALSE,TRUE,No-eggs,,Gen-7,3,0,FALSE,120,,FALSE,600
808,Meltan,0.2,8,46,65,65,55,35,34,Steel,,FALSE,TRUE,No-eggs,,Gen-7,3,0,FALSE,120,,FALSE,300
809,Melmetal,2.5,800,135,143,143,80,65,34,Steel,,FALSE,TRUE,No-eggs,,Gen-7,3,0,FALSE,120,,FALSE,600
810,Grookey,0.3,5,50,65,50,40,40,65,Grass,,FALSE,FALSE,Ground,Plant,Gen-8,45,50,FALSE,20,,FALSE,310
811,Thwackey,0.7,14,70,85,70,55,60,80,Grass,,FALSE,FALSE,Ground,Plant,Gen-8,45,50,FALSE,20,,FALSE,420
812,Rillaboom,2.1,90,100,125,90,60,70,85,Grass,,FALSE,FALSE,Ground,Plant,Gen-8,45,50,FALSE,20,,FALSE,530
813,Scorbunny,0.3,4.5,50,71,40,40,40,69,Fire,,FALSE,FALSE,Ground,Humanshape,Gen-8,45,50,FALSE,20,,FALSE,310
814,Raboot,0.6,9,65,86,60,55,60,94,Fire,,FALSE,FALSE,Ground,Humanshape,Gen-8,45,50,FALSE,20,,FALSE,420
815,Cinderace,1.4,33,80,116,75,65,75,119,Fire,,FALSE,FALSE,Ground,Humanshape,Gen-8,45,50,FALSE,20,,FALSE,530
816,Sobble,0.3,4,50,40,40,70,40,70,Water,,FALSE,FALSE,Water1,Ground,Gen-8,45,50,FALSE,20,,FALSE,310
817,Drizzile,0.7,11.5,65,60,55,95,55,90,Water,,FALSE,FALSE,Water1,Ground,Gen-8,45,50,FALSE,20,,FALSE,420
818,Inteleon,1.9,45.2,70,85,65,125,65,120,Water,,FALSE,FALSE,Water1,Ground,Gen-8,45,50,FALSE,20,,FALSE,530
819,Skwovet,0.3,2.5,70,55,55,35,35,25,Normal,,FALSE,FALSE,Ground,,Gen-8,255,50,FALSE,20,,FALSE,275
820,Greedent,0.6,6,120,95,95,55,75,20,Normal,,FALSE,FALSE,Ground,,Gen-8,90,50,FALSE,20,,FALSE,460
821,Rookidee,0.2,1.8,38,47,35,33,35,57,Flying,,FALSE,FALSE,Flying,,Gen-8,255,50,FALSE,15,,FALSE,245
822,Corvisquire,0.8,16,68,67,55,43,55,77,Flying,,FALSE,FALSE,Flying,,Gen-8,120,50,FALSE,15,,FALSE,365
823,Corviknight,2.2,75,98,87,105,53,85,67,Flying,Steel,FALSE,FALSE,Flying,,Gen-8,45,50,FALSE,15,,FALSE,495
824,Blipbug,0.4,8,25,20,20,25,45,45,Bug,,FALSE,FALSE,Bug,,Gen-8,255,50,FALSE,15,,FALSE,180
825,Dottler,0.4,19.5,50,35,80,50,90,30,Bug,Psychic,FALSE,FALSE,Bug,,Gen-8,120,50,FALSE,15,,FALSE,335
826,Orbeetle,0.4,40.8,60,45,110,80,120,90,Bug,Psychic,FALSE,FALSE,Bug,,Gen-8,45,50,FALSE,15,,FALSE,505
827,Nickit,0.6,8.9,40,28,28,47,52,50,Dark,,FALSE,FALSE,Ground,,Gen-8,255,50,FALSE,15,,FALSE,245
828,Thievul,1.2,19.9,70,58,58,87,92,90,Dark,,FALSE,FALSE,Ground,,Gen-8,127,50,FALSE,15,,FALSE,455
829,Gossifleur,0.4,2.2,40,40,60,40,60,10,Grass,,FALSE,FALSE,Plant,,Gen-8,190,50,FALSE,20,,FALSE,250
830,Eldegoss,0.5,2.5,60,50,90,80,120,60,Grass,,FALSE,FALSE,Plant,,Gen-8,75,50,FALSE,20,,FALSE,460
831,Wooloo,0.6,6,42,40,55,40,45,48,Normal,,FALSE,FALSE,Ground,,Gen-8,255,50,FALSE,15,,FALSE,270
832,Dubwool,1.3,43,72,80,100,60,90,88,Normal,,FALSE,FALSE,Ground,,Gen-8,127,50,FALSE,15,,FALSE,490
833,Chewtle,0.3,8.5,50,64,50,38,38,44,Water,,FALSE,FALSE,Monster,Water1,Gen-8,255,50,FALSE,20,,FALSE,284
834,Drednaw,1,115.5,90,115,90,48,68,74,Water,Rock,FALSE,FALSE,Monster,Water1,Gen-8,75,50,FALSE,20,,FALSE,485
835,Yamper,0.3,13.5,59,45,50,40,50,26,Electric,,FALSE,FALSE,Ground,,Gen-8,255,50,FALSE,20,,FALSE,270
836,Boltund,1,34,69,90,60,90,60,121,Electric,,FALSE,FALSE,Ground,,Gen-8,45,50,FALSE,20,,FALSE,490
837,Rolycoly,0.3,12,30,40,50,40,50,30,Rock,,FALSE,FALSE,Mineral,,Gen-8,255,50,FALSE,15,,FALSE,240
838,Carkol,1.1,78,80,60,90,60,70,50,Rock,Fire,FALSE,FALSE,Mineral,,Gen-8,120,50,FALSE,15,,FALSE,410
839,Coalossal,2.8,310.5,110,80,120,80,90,30,Rock,Fire,FALSE,FALSE,Mineral,,Gen-8,45,50,FALSE,15,,FALSE,510
840,Applin,0.2,0.5,40,40,80,40,40,20,Grass,Dragon,FALSE,FALSE,Plant,Dragon,Gen-8,255,50,FALSE,20,,FALSE,260
841,Flapple,0.3,1,70,110,80,95,60,70,Grass,Dragon,FALSE,FALSE,Plant,Dragon,Gen-8,45,50,FALSE,20,,FALSE,485
842,Appletun,0.4,13,110,85,80,100,80,30,Grass,Dragon,FALSE,FALSE,Plant,Dragon,Gen-8,45,50,FALSE,20,,FALSE,485
843,Silicobra,2.2,7.6,52,57,75,35,50,46,Ground,,FALSE,FALSE,Ground,Dragon,Gen-8,255,50,FALSE,20,,FALSE,315
844,Sandaconda,3.8,65.5,72,107,125,65,70,71,Ground,,FALSE,FALSE,Ground,Dragon,Gen-8,120,50,FALSE,20,,FALSE,510
845,Cramorant,0.8,18,70,85,55,85,95,85,Flying,Water,FALSE,FALSE,Water1,Flying,Gen-8,45,50,FALSE,20,,FALSE,475
846,Arrokuda,0.5,1,41,63,40,40,30,66,Water,,FALSE,FALSE,Water2,,Gen-8,255,50,FALSE,20,,FALSE,280
847,Barraskewda,1.3,30,61,123,60,60,50,136,Water,,FALSE,FALSE,Water2,,Gen-8,60,50,FALSE,20,,FALSE,490
848,Toxel,0.4,11,40,38,35,54,35,40,Electric,Poison,FALSE,FALSE,No-eggs,,Gen-8,75,50,TRUE,25,,FALSE,242
849,Toxtricity-amped,1.6,40,75,98,70,114,70,75,Electric,Poison,FALSE,FALSE,Humanshape,,Gen-8,45,50,FALSE,25,,FALSE,502
850,Sizzlipede,0.7,1,50,65,45,50,50,45,Fire,Bug,FALSE,FALSE,Bug,,Gen-8,190,50,FALSE,20,,FALSE,305
851,Centiskorch,3,120,100,115,65,90,90,65,Fire,Bug,FALSE,FALSE,Bug,,Gen-8,75,50,FALSE,20,,FALSE,525
852,Clobbopus,0.6,4,50,68,60,50,50,32,Fighting,,FALSE,FALSE,Water1,Humanshape,Gen-8,180,50,FALSE,25,,FALSE,310
853,Grapploct,1.6,39,80,118,90,70,80,42,Fighting,,FALSE,FALSE,Water1,Humanshape,Gen-8,45,50,FALSE,25,,FALSE,480
854,Sinistea,0.1,0.2,40,45,45,74,54,50,Ghost,,FALSE,FALSE,Mineral,Indeterminate,Gen-8,120,50,FALSE,20,,FALSE,308
855,Polteageist,0.2,0.4,60,65,65,134,114,70,Ghost,,FALSE,FALSE,Mineral,Indeterminate,Gen-8,60,50,FALSE,20,,FALSE,508
856,Hatenna,0.4,3.4,42,30,45,56,53,39,Psychic,,FALSE,FALSE,Fairy,,Gen-8,235,50,FALSE,20,,FALSE,265
857,Hattrem,0.6,4.8,57,40,65,86,73,49,Psychic,,FALSE,FALSE,Fairy,,Gen-8,120,50,FALSE,20,,FALSE,370
858,Hatterene,2.1,5.1,57,90,95,136,103,29,Psychic,Fairy,FALSE,FALSE,Fairy,,Gen-8,45,50,FALSE,20,,FALSE,510
859,Impidimp,0.4,5.5,45,45,30,55,40,50,Dark,Fairy,FALSE,FALSE,Fairy,Humanshape,Gen-8,255,50,FALSE,20,,FALSE,265
860,Morgrem,0.8,12.5,65,60,45,75,55,70,Dark,Fairy,FALSE,FALSE,Fairy,Humanshape,Gen-8,120,50,FALSE,20,,FALSE,370
861,Grimmsnarl,1.5,61,95,120,65,95,75,60,Dark,Fairy,FALSE,FALSE,Fairy,Humanshape,Gen-8,45,50,FALSE,20,,FALSE,510
862,Obstagoon,1.6,46,93,90,101,60,81,95,Dark,Normal,FALSE,FALSE,Ground,,Gen-8,45,50,FALSE,15,,FALSE,520
863,Perrserker,0.8,28,70,110,100,50,60,50,Steel,,FALSE,FALSE,Ground,,Gen-8,90,50,FALSE,20,,FALSE,440
864,Cursola,1,0.4,60,95,50,145,130,30,Ghost,,FALSE,FALSE,Water1,Water3,Gen-8,30,50,FALSE,20,,FALSE,510
865,Sirfetchd,0.8,117,62,135,95,68,82,65,Fighting,,FALSE,FALSE,Flying,Ground,Gen-8,45,50,FALSE,20,,FALSE,507
866,Mr-rime,1.5,58.2,80,85,75,110,100,70,Ice,Psychic,FALSE,FALSE,Humanshape,,Gen-8,45,50,FALSE,25,,FALSE,520
867,Runerigus,1.6,66.6,58,95,145,50,105,30,Ground,Ghost,FALSE,FALSE,Mineral,Indeterminate,Gen-8,90,50,FALSE,25,,FALSE,483
868,Milcery,0.2,0.3,45,40,40,50,61,34,Fairy,,FALSE,FALSE,Fairy,Indeterminate,Gen-8,200,50,FALSE,20,,FALSE,270
869,Alcremie,0.3,0.5,65,60,75,110,121,64,Fairy,,FALSE,FALSE,Fairy,Indeterminate,Gen-8,100,50,FALSE,20,,FALSE,495
870,Falinks,3,62,65,100,100,70,60,75,Fighting,,FALSE,FALSE,Fairy,Mineral,Gen-8,45,50,FALSE,25,,FALSE,470
871,Pincurchin,0.3,1,48,101,95,91,85,15,Electric,,FALSE,FALSE,Water1,Indeterminate,Gen-8,75,50,FALSE,20,,FALSE,435
872,Snom,0.3,3.8,30,25,35,45,30,20,Ice,Bug,FALSE,FALSE,Bug,,Gen-8,190,50,FALSE,20,,FALSE,185
873,Frosmoth,1.3,42,70,65,60,125,90,65,Ice,Bug,FALSE,FALSE,Bug,,Gen-8,75,50,FALSE,20,,FALSE,475
874,Stonjourner,2.5,520,100,125,135,20,20,70,Rock,,FALSE,FALSE,Mineral,,Gen-8,60,50,FALSE,25,,FALSE,470
875,Eiscue-ice,1.4,89,75,80,110,65,90,50,Ice,,FALSE,FALSE,Water1,Ground,Gen-8,60,50,FALSE,25,,FALSE,470
876,Indeedee-male,0.9,28,60,65,55,105,95,95,Psychic,Normal,FALSE,FALSE,Fairy,,Gen-8,30,140,FALSE,40,,FALSE,475
877,Morpeko-full-belly,0.3,3,58,95,58,70,58,97,Electric,Dark,FALSE,FALSE,Ground,Fairy,Gen-8,180,50,FALSE,10,,FALSE,436
878,Cufant,1.2,100,72,80,49,40,49,40,Steel,,FALSE,FALSE,Ground,Mineral,Gen-8,190,50,FALSE,25,,FALSE,330
879,Copperajah,3,650,122,130,69,80,69,30,Steel,,FALSE,FALSE,Ground,Mineral,Gen-8,90,50,FALSE,25,,FALSE,500
880,Dracozolt,1.8,190,90,100,90,80,70,75,Electric,Dragon,FALSE,FALSE,No-eggs,,Gen-8,45,50,FALSE,35,,FALSE,505
881,Arctozolt,2.3,150,90,100,90,90,80,55,Electric,Ice,FALSE,FALSE,No-eggs,,Gen-8,45,50,FALSE,35,,FALSE,505
882,Dracovish,2.3,215,90,90,100,70,80,75,Water,Dragon,FALSE,FALSE,No-eggs,,Gen-8,45,50,FALSE,35,,FALSE,505
883,Arctovish,2,175,90,90,100,80,90,55,Water,Ice,FALSE,FALSE,No-eggs,,Gen-8,45,50,FALSE,35,,FALSE,505
884,Duraludon,1.8,40,70,95,115,120,50,85,Steel,Dragon,FALSE,FALSE,Mineral,Dragon,Gen-8,45,50,FALSE,30,,FALSE,535
885,Dreepy,0.5,2,28,60,30,40,30,82,Dragon,Ghost,FALSE,FALSE,Indeterminate,Dragon,Gen-8,45,50,FALSE,40,,FALSE,270
886,Drakloak,1.4,11,68,80,50,60,50,102,Dragon,Ghost,FALSE,FALSE,Indeterminate,Dragon,Gen-8,45,50,FALSE,40,,FALSE,410
887,Dragapult,3,50,88,120,75,100,75,142,Dragon,Ghost,FALSE,FALSE,Indeterminate,Dragon,Gen-8,45,50,FALSE,40,,TRUE,600
888,Zacian,2.8,110,92,120,115,80,115,138,Fairy,,TRUE,FALSE,No-eggs,,Gen-8,10,0,FALSE,120,,FALSE,660
889,Zamazenta,2.9,210,92,120,115,80,115,138,Fighting,,TRUE,FALSE,No-eggs,,Gen-8,10,0,FALSE,120,,FALSE,660
890,Eternatus,20,950,140,85,95,145,95,130,Poison,Dragon,TRUE,FALSE,No-eggs,,Gen-8,255,0,FALSE,120,,FALSE,690
891,Kubfu,0.6,12,60,90,60,53,50,72,Fighting,,TRUE,FALSE,No-eggs,,Gen-8,3,50,FALSE,120,,FALSE,385
892,Urshifu-single-strike,1.9,105,100,130,100,63,60,97,Fighting,Dark,TRUE,FALSE,No-eggs,,Gen-8,3,50,FALSE,120,,FALSE,550
893,Zarude,1.8,70,105,120,105,70,95,105,Dark,Grass,FALSE,TRUE,No-eggs,,Gen-8,3,0,FALSE,120,,FALSE,600
894,Regieleki,1.2,145,80,100,50,100,50,200,Electric,,TRUE,FALSE,No-eggs,,Gen-8,3,35,FALSE,120,,FALSE,580
895,Regidrago,2.1,200,200,100,50,100,50,80,Dragon,,TRUE,FALSE,No-eggs,,Gen-8,3,35,FALSE,120,,FALSE,580
896,Glastrier,2.2,800,100,145,130,65,110,30,Ice,,TRUE,FALSE,No-eggs,,Gen-8,3,35,FALSE,120,,FALSE,580
897,Spectrier,2,44.5,100,65,60,145,80,130,Ghost,,TRUE,FALSE,No-eggs,,Gen-8,3,35,FALSE,120,,FALSE,580
898,Calyrex,1.1,7.7,100,80,80,80,80,80,Psychic,Grass,TRUE,FALSE,No-eggs,,Gen-8,3,100,FALSE,120,,FALSE,500
899,Wyrdeer,1.8,95.1,103,105,72,105,75,65,Normal,Psychic,FALSE,FALSE,Ground,,Gen-8,135,50,FALSE,20,,FALSE,525
900,Kleavor,1.8,89,70,135,95,45,70,85,Bug,Rock,FALSE,FALSE,Bug,,Gen-8,115,50,FALSE,20,,FALSE,500
901,Ursaluna,2.4,290,130,140,105,45,80,50,Ground,Normal,FALSE,FALSE,Ground,,Gen-8,75,50,FALSE,20,,FALSE,550
902,Basculegion-male,3,110,120,112,65,80,75,78,Water,Ghost,FALSE,FALSE,Water2,,Gen-8,135,50,FALSE,20,,FALSE,530
903,Sneasler,1.3,43,80,130,60,40,80,120,Fighting,Poison,FALSE,FALSE,Ground,,Gen-8,135,50,FALSE,20,,FALSE,510
904,Overqwil,2.5,60.5,85,115,95,65,65,85,Dark,Poison,FALSE,FALSE,Water2,,Gen-8,135,50,FALSE,20,,FALSE,510
905,Enamorus-incarnate,1.6,48,74,115,70,135,80,106,Fairy,Flying,TRUE,FALSE,No-eggs,,Gen-8,3,50,FALSE,20,,FALSE,580
906,Sprigatito,0.4,4.1,40,61,54,45,45,65,Grass,,FALSE,FALSE,Ground,Plant,Gen-9,45,50,FALSE,20,,FALSE,310
907,Floragato,0.9,12.2,61,80,63,60,63,83,Grass,,FALSE,FALSE,Ground,Plant,Gen-9,45,50,FALSE,20,,FALSE,410
908,Meowscarada,1.5,31.2,76,110,70,81,70,123,Grass,Dark,FALSE,FALSE,Ground,Plant,Gen-9,45,50,FALSE,20,,FALSE,530
909,Fuecoco,0.4,9.8,67,45,59,63,40,36,Fire,,FALSE,FALSE,Ground,,Gen-9,45,50,FALSE,20,,FALSE,310
910,Crocalor,1,30.7,81,55,78,90,58,49,Fire,,FALSE,FALSE,Ground,,Gen-9,45,50,FALSE,20,,FALSE,411
911,Skeledirge,1.6,326.5,104,75,100,110,75,66,Fire,Ghost,FALSE,FALSE,Ground,,Gen-9,45,50,FALSE,20,,FALSE,530
912,Quaxly,0.5,6.1,55,65,45,50,45,50,Water,,FALSE,FALSE,Flying,Water1,Gen-9,45,50,FALSE,20,,FALSE,310
913,Quaxwell,1.2,21.5,70,85,65,65,60,65,Water,,FALSE,FALSE,Flying,Water1,Gen-9,45,50,FALSE,20,,FALSE,410
914,Quaquaval,1.8,61.9,85,120,80,85,75,85,Water,Fighting,FALSE,FALSE,Flying,Water1,Gen-9,45,50,FALSE,20,,FALSE,530
915,Lechonk,0.5,10.2,54,45,40,35,45,35,Normal,,FALSE,FALSE,Ground,,Gen-9,255,50,FALSE,15,,FALSE,254
916,Oinkologne-male,1,120,110,100,75,59,80,65,Normal,,FALSE,FALSE,Ground,,Gen-9,100,50,FALSE,15,,FALSE,489
917,Tarountula,0.3,4,35,41,45,29,40,20,Bug,,FALSE,FALSE,Bug,,Gen-9,255,50,FALSE,15,,FALSE,210
